,file_name,eye_ratio,eye_white_ratio,mouth_ratio,X
0,train1.jpg,3.0587539979592413,0.493987493987494,3.2566705049448554,25.915864085205875
1,train10.jpg,16.1761725065544,5.625,1.218318473912697,-8.186165738086876
2,train14.jpg,3.0862745950473647,3.217657930107527,1.4440547488398972,-44.84148524506353
3,train15.jpg,3.0230957285622266,1.2763934426229508,1.9300394653356099,44.343727831638795
4,train18.jpg,2.5760537879149474,10.0,2.197769023179024,-42.8216148916768
5,train2.jpg,3.084701707808671,2.3154761904761907,3.372753279446166,-24.360173541809633
6,train20.jpg,2.958740899615827,10.0,3.140995647646871,25.356314707155196
7,train21.jpg,2.3197520761868367,10.0,1.2878418324335696,-48.53355192311616
8,train22.jpg,5.246466622197863,10.0,4.527692569068708,-21.781897497726632
9,train23.jpg,2.4974013956867545,10.0,2.476968142516028,-7.0421389509472565
10,train27.jpg,3.5911985088990157,10.0,2.529822128134704,36.61341600619664
11,train3.jpg,7.23307447948218,10.0,3.373935312131201,22.425996029685212
12,train30.jpg,4.328464564264738,10.0,1.7248787237282068,-42.553721289413176
13,train31.jpg,14.0178344238091,10.0,6.795327114145079,-3.7556065298615
14,train34.jpg,2.6371224646162137,10.0,5.755432216610669,-35.18041808614588
15,train37.jpg,12.579608677037502,10.0,4.45524635727208,-4.812531760605849
16,train4.jpg,2.8001820692100248,13.5,2.3048433437257114,-52.19738512100467
17,train43.jpg,5.804217848509936,10.0,2.881107056985488,4.792099693475045
18,train44.jpg,3.1315310574080915,0.4748860182370821,3.075475015527867,-31.34821754151163
19,train51.jpg,14.761336275921895,10.0,2.844310706892131,6.246544577909309
20,train52.jpg,2.672657359466408,2.486940298507463,2.7600274417639294,-36.726843608227355
21,train56.jpg,3.083608763741048,10.0,3.070207565726509,-43.65457739547402
22,train60.jpg,5.565485526253384,10.0,3.3688744512808952,-3.346551245865843
23,train64.jpg,5.330774103050131,10.0,3.1809351807060158,3.586072512410921
24,train66.jpg,4.131989044998949,0.9934417867815608,2.7863040847887093,6.369684468937268
25,train67.jpg,3.483217597789901,1.0003336451429452,1.6657500917488532,7.620939629928556
26,train68.jpg,2.5006650493028744,2.652158910912282,2.769534294188461,2.313560695166867
27,train69.jpg,2.531298098317219,2.688983623845231,2.7496920742200155,-0.32879778767410484
28,train70.jpg,2.6431777460846977,3.2267027552015297,2.550303933150017,-26.38372233556463
29,train71.jpg,2.5562956300219692,0.4240805651741857,2.671458424675987,17.633312703914896
30,train72.jpg,2.8726992835017784,0.36474022737721135,3.1809523076505806,22.044505896807713
31,train73.jpg,2.5905198999325183,0.46168727218321504,1.9572560515481408,26.365723882346714
32,train74.jpg,4.350769869266307,1.2930444699643167,2.7838188971718902,7.857520566624953
33,train75.jpg,4.962780432942445,1.1035557021845204,1.9081411497937155,7.316767562827094
34,train76.jpg,5.277085112575749,1.082729499526805,1.712976436544754,13.003193314966891
35,train77.jpg,2.372386874769585,2.5234073387852867,2.7223223061257626,-0.0645406192898408
36,train78.jpg,2.9801989723187834,3.482636641342736,2.7288687932602578,1.1982584000053784
37,train79.jpg,5.614468880669614,2.307235505547742,2.67507797522996,-7.220758855244507
38,train80.jpg,4.386675525689974,0.4263388652701142,2.8987742094194684,7.214415631838071
39,train81.jpg,2.8422545770606753,0.35583036888544217,2.7035906765860505,13.367448619721692
40,train82.jpg,2.774947500293681,0.3786645127374463,2.6850243956493167,14.749036494171849
41,train83.jpg,3.0247185015154154,1.0317388619054344,1.2873828460910965,12.032788487367293
42,train84.jpg,2.6105194292136553,2.8695559665272734,1.467300841130463,-36.78767162061658
43,train85.jpg,2.901135864264451,0.3833259686645585,1.4905893312440035,27.61785168616966
44,train86.jpg,3.4798184181122087,0.9968943764956599,2.7103363401841984,7.346589613514868
45,train87.jpg,6.161669010457635,1.0723589651455265,1.3864105828795543,18.667922565043945
46,train88.jpg,3.585656664571282,1.0403057678943712,2.9622687339123632,15.207538766652261
47,train89.jpg,2.6836268857210266,0.4734081129478491,2.7796564541090305,18.290933779976946
48,train9.jpg,2.7025807995511872,10.0,3.07001628660175,-29.841382453669304
49,train90.jpg,2.7918346607726052,3.21767113300956,3.233427930196571,-1.4064359575735732
50,train91.jpg,2.8922737858117795,0.38843238431561783,4.870601908525719,29.816051657528078
